Day,Hour,Count,Average per Video,Relative Probability
0,0,5959,205.48275862068965,0.06660705303750071
0,1,4483,154.58620689655172,0.05010898116581904
0,2,3516,121.24137931034483,0.03930028502766446
0,3,3251,112.10344827586206,0.036338232828480414
0,4,2923,100.79310344827586,0.032671994634773376
0,5,2290,78.96551724137932,0.025596602023137547
0,6,1870,64.48275862068965,0.020902028726317558
0,7,1392,48.0,0.01555915721231767
0,8,1227,42.310344827586206,0.013714860559995531
0,9,955,32.93103448275862,0.010674565472531159
0,10,873,30.103448275862068,0.009758005924104399
0,11,796,27.448275862068964,0.008897334153020735
0,12,854,29.448275862068964,0.009545632370200638
0,13,780,26.896551724137932,0.008718493265522832
0,14,796,27.448275862068964,0.008897334153020735
0,15,828,28.551724137931036,0.009255015928016544
0,16,890,30.689655172413794,0.009948024367070924
0,17,742,25.586206896551722,0.008293746157715309
0,18,661,22.79310344827586,0.0073883641647571685
0,19,666,22.96551724137931,0.007444251942100264
0,20,700,24.137931034482758,0.00782428882803331
0,21,623,21.482758620689655,0.006963617056949646
0,22,614,21.17241379310345,0.006863019057732075
0,23,565,19.482758620689655,0.006315318839769743
1,0,474,16.344827586206897,0.005298161292125413
1,1,450,15.517241379310345,0.005029899960878556
1,2,467,16.103448275862068,0.005219918403845079
1,3,474,16.344827586206897,0.005298161292125413
1,4,467,16.103448275862068,0.005219918403845079
1,5,432,14.89655172413793,0.004828703962443414
1,6,358,12.344827586206897,0.004001564857765608
1,7,291,10.03448275862069,0.0032526686413681333
1,8,339,11.689655172413794,0.003789191303861846
1,9,222,7.655172413793103,0.0024814173140334213
1,10,196,6.758620689655173,0.002190800871849327
1,11,220,7.586206896551724,0.0024590622030961832
1,12,212,7.310344827586207,0.0023696417593472314
1,13,224,7.724137931034483,0.0025037724249706594
1,14,232,8.0,0.0025931928687196112
1,15,275,9.482758620689655,0.0030738277538702287
1,16,429,14.793103448275861,0.004795171296037557
1,17,282,9.724137931034482,0.0031520706421505618
1,18,282,9.724137931034482,0.0031520706421505618
1,19,253,8.724137931034482,0.0028279215335606104
1,20,279,9.620689655172415,0.0031185379757447053
1,21,245,8.448275862068966,0.002738501089811659
1,22,248,8.551724137931034,0.0027720337562175154
1,23,284,9.793103448275861,0.0031744257530878
2,0,262,9.03448275862069,0.002928519532778182
2,1,280,9.655172413793103,0.003129715531213324
2,2,309,10.655172413793103,0.0034538646398032755
2,3,346,11.931034482758621,0.0038674341921421792
2,4,344,11.862068965517242,0.003845079081204941
2,5,297,10.241379310344827,0.003319733974179847
2,6,295,10.172413793103448,0.0032973788632426095
2,7,230,7.931034482758621,0.0025708377577823736
2,8,172,5.931034482758621,0.0019225395406024706
2,9,187,6.448275862068965,0.0020902028726317557
2,10,182,6.275862068965517,0.0020343150952886607
2,11,167,5.758620689655173,0.0018666517632593756
2,12,173,5.9655172413793105,0.0019337170960710896
2,13,204,7.0344827586206895,0.002280221315598279
2,14,180,6.206896551724138,0.0020119599843514227
2,15,196,6.758620689655173,0.002190800871849327
