Day,Hour,Count,Average per Video,Relative Probability
0,0,12877,459.89285714285717,0.17497588085823382
0,1,5188,185.28571428571428,0.07049583520171755
0,2,3432,122.57142857142857,0.04663487016428193
0,3,2682,95.78571428571429,0.036443683502507034
0,4,2119,75.67857142857143,0.02879349938173468
0,5,1797,64.17857142857143,0.024418083241612654
0,6,1562,55.785714285714285,0.021224844754256518
0,7,1342,47.92857142857143,0.018235430000135885
0,8,1247,44.535714285714285,0.016944546356311062
0,9,1075,38.392857142857146,0.01460736754854402
0,10,958,34.214285714285715,0.013017542429307137
0,11,907,32.392857142857146,0.012324541736306444
0,12,722,25.785714285714285,0.009810715693068635
0,13,729,26.035714285714285,0.0099058334352452
0,14,705,25.178571428571427,0.009579715462068403
0,15,623,22.25,0.008465479053714349
0,16,603,21.535714285714285,0.008193714076067017
0,17,595,21.25,0.008085008085008085
0,18,632,22.571428571428573,0.008587773293655648
0,19,640,22.857142857142858,0.00869647928471458
0,20,559,19.964285714285715,0.007595831125242891
0,21,490,17.5,0.0066582419523596
0,22,437,15.607142857142858,0.005938064761594174
0,23,443,15.821428571428571,0.006019594254888373
1,0,354,12.642857142857142,0.004810240104357751
1,1,315,11.25,0.004280298397945457
1,2,311,11.107142857142858,0.004225945402415991
1,3,252,9.0,0.0034242387183563657
1,4,271,9.678571428571429,0.0036824154471213296
1,5,221,7.892857142857143,0.0030030030030030034
1,6,245,8.75,0.0033291209761798
1,7,211,7.535714285714286,0.002867120514179338
1,8,202,7.214285714285714,0.002744826274238039
1,9,191,6.821428571428571,0.0025953555365320073
1,10,196,7.0,0.00266329678094384
1,11,161,5.75,0.0021877080700610113
1,12,166,5.928571428571429,0.0022556493144728442
1,13,189,6.75,0.002568179038767274
1,14,178,6.357142857142857,0.0024187083010612422
1,15,184,6.571428571428571,0.0025002377943554414
1,16,209,7.464285714285714,0.002839944016414605
1,17,202,7.214285714285714,0.002744826274238039
1,18,213,7.607142857142857,0.002894297011944071
1,19,200,7.142857142857143,0.002717649776473306
1,20,205,7.321428571428571,0.0027855910208851387
1,21,194,6.928571428571429,0.002636120283179107
1,22,157,5.607142857142857,0.002133355074531545
1,23,176,6.285714285714286,0.0023915318032965093
2,0,155,5.535714285714286,0.002106178576766812
2,1,182,6.5,0.0024730612965907085
2,2,134,4.785714285714286,0.001820825350237115
2,3,232,8.285714285714286,0.003152473740709035
2,4,134,4.785714285714286,0.001820825350237115
2,5,142,5.071428571428571,0.0019295313412960472
2,6,131,4.678571428571429,0.0017800606035900156
2,7,114,4.071428571428571,0.0015490603725897844
2,8,116,4.142857142857143,0.0015762368703545176
2,9,132,4.714285714285714,0.001793648852472382
2,10,120,4.285714285714286,0.0016305898658839837
2,11,125,4.464285714285714,0.0016985311102958164
2,12,118,4.214285714285714,0.0016034133681192505
2,13,117,4.178571428571429,0.001589825119236884
2,14,84,3.0,0.0011414129061187886
2,15,108,3.857142857142857,0.0014675308792955852
2,16,108,3.857142857142857,0.0014675308792955852
