Year,VideoCategoryId,Duration,Category Title,Duration_minutes
2019,28,711.5,Science & Technology,11.858333333333333
2019,29,796.632911392405,Nonprofits & Activism,13.277215189873418
2020,1,584.9464285714286,Film & Animation,9.749107142857143
2020,2,1243.5824175824175,Autos & Vehicles,20.726373626373626
2020,10,242.73033707865167,Music,4.045505617977528
2020,15,895.1149425287356,Pets & Animals,14.918582375478927
2020,17,1205.202247191011,Sports,20.086704119850186
2020,19,1067.6162790697674,Travel & Events,17.79360465116279
2020,20,1509.9146341463415,Gaming,25.165243902439027
2020,22,904.8840579710144,People & Blogs,15.081400966183573
2020,23,1139.7058823529412,Comedy,18.995098039215687
2020,24,698.0769230769231,Entertainment,11.634615384615385
2020,25,2062.788888888889,News & Politics,34.379814814814814
2020,26,728.2068965517242,Howto & Style,12.136781609195403
2020,27,1255.1777777777777,Education,20.91962962962963
