Video_ID,Video_Views,Comment/View,Like/View,Seconds
7yJJlb3E6JQ,7644653,2.612414193293012,42.630188708369104,831
LAqG0wcTfV4,7663860,4.86660768855381,55.08568789095834,682
uvwTBPrrZcI,8215629,2.520926882165687,33.243468029045616,897
ENgR3aw5Snk,7389607,2.329758537903301,35.63978436201005,779
t3it6WSL15A,18509507,2.453712030255587,30.24488982877826,996
9aHk8_F08NQ,8591735,1.6162044104013915,27.57429087372923,994
iIFwDxdF_a4,5962742,3.600189308878365,40.06864627045745,1049
-kTWIm7m4Uw,5303194,9.057937537265278,73.75027200588929,1009
74EDvTEhqtE,10844703,1.0235411702837782,26.884369263040213,1033
rd2-zQNog9E,6893826,1.962915803212904,32.28149361472135,970
Ag6Xj26WBf8,6855679,3.845279220336892,52.99606355548444,611
Fvv83jYh8pA,9683302,2.511539968494218,38.34280909549243,841
hxZss9dLpgI,7544900,2.7768426354226032,37.85046852840992,955
cYxzLGk2NcY,3276457,7.009095495530691,58.97101655843492,390
Elw7nfwxOcQ,7212137,2.404973726927261,32.75672661237578,784
_rfWADlx-M0,4466983,2.755774982801591,46.125763182891,804
oWbr7_7gKs0,5862450,2.6415577105135224,41.89750019189929,874
JhUsye2ewNg,6858987,2.271472449211524,38.078071878544165,818
id2engoWMv8,7286099,1.152880299869656,34.10631669978682,845
IezfWhKTYPY,6687432,1.5672682727839329,34.69553036202836,757
TzP676lbUYA,11427287,2.330911965368508,37.31393111943368,998
62lpPNvscis,5209461,2.30407713965034,40.22527474531434,841
k4VzWKMc38k,10839102,2.223615941615828,31.29456665321537,1297
jOvK8haeqBw,6811772,2.030455511429332,32.17503463122371,832
XtlLI_pBC3s,8630671,3.335893582318223,37.18158182602488,770
li7HdK2vIlw,6820716,2.216043007801527,33.24269768745686,963
ZB7_1CoKntI,7485674,1.813063192439318,34.3856812359181,903
GYoQmcSn_UM,2129840,2.190774893888743,62.85073057131052,448
wp2rFoZ3GN8,2887676,4.821524298432372,61.67831848171332,555
IZOyzi4W-wg,8983104,3.677793332905864,38.33140526926995,860
v-Aifw2A2Q4,8703511,1.2486914763478785,27.755810270131214,989
nFwMTG6T_PI,4449093,6.258578995763855,42.78040490499974,2833
fMn3p7hhMew,6961499,1.005243267290565,30.506648065308923,689
HUQ2DH-wtYw,6497790,1.5986974032709582,32.03350677691954,911
9DYcovm9i0M,12458969,1.6698813521407752,27.87381524105245,1061
9wRgNPdU7fQ,6947042,4.183507167511007,42.59913787767513,830
hmGnedYflqY,9019659,2.020918972657392,29.10387188695271,853
6v3BWoddSgk,8042093,2.5753246076612144,35.885558647481446,1039
iNs9IZAeFQU,12097845,1.1138347366824422,26.34493994591599,1185
ouj_on9MxcQ,8662941,2.6771508659703445,40.01239301987628,700
tBN9kLaS-uw,9400834,2.13661894253212,30.303907078882578,1131
SVsqqfHXd0w,5475176,2.127785481233845,36.82511758526119,956
jMnJ0cApcY8,10527694,1.901461041705809,27.693149135983624,575
mOMBQBNIpSA,4065481,4.763028040224515,57.81652896668316,1018
CkQ6Ah_TSUY,7757104,1.2409270263747914,32.262297888490345,754
csQHg3YLwrI,2398925,8.583844847171129,67.6644747126317,280
_xv3uTh9nJY,6279278,3.797092595677401,41.64905583094107,751
0CSKB7CzrZU,5012155,1.4887807739385557,38.19494808121457,611
nexADgoWo54,5556993,2.644415783860084,38.50355758950929,802
nPpBz9x6a6I,12326451,1.8698812821305983,30.839127985824955,611
v5lR_6719Ho,6710753,2.2854365225482147,41.09941164575719,491
mO7yKkq5HkE,7667911,2.491682545611184,35.36530353573483,619
ZmyKv-v9iyQ,8345777,2.6741668271270607,34.462219635152,700
44OxwxcclI8,8698412,1.7748067118457944,32.886347531020604,697
5EWZyU_mXf4,15144173,2.643591036631713,33.64488770697482,883
p42rWr6D4Xc,14885995,1.1278386160951954,24.14826822123748,746
iLokc7dsVK4,6421013,3.5262348791382294,37.47508376014813,547
I5O_oXjz4Kc,7582576,2.350256693767395,45.41016140161339,575
6wPSNvyvEw4,7250098,0.8507471209354688,24.178293865820848,843
mAJba5bf88Y,7067890,3.667714126846909,39.1873670925835,716
Nb4gebXtC60,9611959,1.5829239388141376,30.819315812728707,739
KEx1wcbBvdg,9126620,2.4564406099958145,42.31194023636352,612
YllrAmXfrME,4841471,4.50276372614852,52.11122817837802,696
RycMNSM8Mns,12882648,1.990041177869643,32.664635407254785,643
rRbHTeAcJLQ,17406318,1.82428012633114,30.15933639727828,430
JnuNKg-r_P4,6696177,3.931646370757523,34.44009917897929,689
In7FBG6rPw0,6565181,2.351039521987284,39.93857899728888,736
CDJMcoeTYN0,9945599,1.368243380815977,26.566725644176888,778
XRrBcxsIVeo,6694324,1.268387965685557,42.17692480973434,393
eC5bgxkxEYM,9154090,1.1144745135780836,27.63005388848045,723
45eM2cd8Grk,5585973,2.599189075922852,44.638060370145006,716
Se5b8FSrLGM,3153212,1.2961386674920683,30.289114718579025,638
a6wJxjePPCA,1166706,2.6887664930153785,55.26070835326124,171
Omm7T5GZatg,2873597,1.1689182581969566,38.66512945273816,424
kGWLrONk7Rw,1952985,5.525388059816128,47.24716267662066,277
tFuYC2uaKGU,4107080,1.6310858322701287,37.1422032198058,457
ri5p6WM6Jf8,6196546,0.9151872672291952,26.60950148679603,717
W0kjpdcT-Yo,10306801,1.221038419195248,29.04431743661297,518
ZWcqbZc9CfI,2717960,1.7973038602481273,36.41959410734521,434
gML71RXkMNE,6991351,3.246725847407747,48.335007068018754,582
zGUeuk--0kc,4624758,2.6038119183749724,65.12254262817643,184
07gjpwfq7fc,3558478,6.067200640273735,48.103149717379175,816
AZngynzkNQ0,14841468,2.1930445155425327,30.71481877668705,601
2StIQCbKo6Q,5487840,1.370484562232135,23.577764657861746,863
llkIkLRF26M,3071499,3.636660796568712,50.558375568411385,257
Mg0X8ENw2js,3282578,1.6420021093177375,46.895763025280736,584
K2972jP4ntY,5238717,3.409422574267708,45.73123533872893,855
Bf2Pd__zq8c,4384648,2.045774255995008,47.023843191061175,602
CnV5NYy8bAQ,14326986,1.3780288471001507,26.456018034777166,765
KPrvpaGF6Lk,2553788,2.201044096064356,34.96531427040929,897
63ruIqgxQuU,2358500,2.861988552045792,46.59317362730549,391
_8iQoimAlqk,5620701,1.8914010903622165,37.539267788839865,636
hsFLMjlgR_o,19124519,1.9900108337365243,33.94286674608653,859
6Un57W0eN1o,9563009,2.449542816492173,37.67172027130791,335
6J8JDNlkrco,5506923,0.7726637906504231,24.435242693605847,627
vkvTpmQ7M48,7575240,2.117820689509508,34.27138942132527,688
9iIwCPXVDlA,13411371,1.5195314483508062,33.92061855570172,239
xyC-bCMjZs4,2962846,4.411974162680072,55.48887792345603,362
B_PFgg0QnVI,4956242,3.9334237513018935,38.86271090071873,1310
tfywWEEsy8Y,3476685,1.5917461604948393,37.70660845029101,284
ICBJSNvi3RE,4265903,2.2843932456973355,44.4700688224744,547
m7Lb8cVuwtw,4448081,1.4046506796976044,33.38136153545765,512
pJKjYF88XMU,7537657,0.9898301289114112,26.76720365492885,739
HgPmSTRCMp0,4198921,3.3103742604350024,60.81276594629906,452
FxH20-Us2QM,5556733,1.6353134116755297,37.00501715666382,329
Jm0sGN471tE,3624268,1.4700899602347288,29.779530652810443,677
H1uoUJXC4fA,16010,4.934415990006246,78.95065584009994,128
ywkkTeP_obY,288589,1.472682603980055,50.72958428768941,2629
fz3ayyI1kiU,92168,0.954778231056332,47.14217515840639,260
YDrw4jNTxpI,210826,1.2237579805147372,43.72325993947616,922
dqE2KCkas2o,120360,1.3044200731139914,62.59554669325357,236
l5UW76dMdbE,266236,2.2611517600925493,56.47996514370708,1108
pe6lnxZ9QbI,105199,7.813762488236581,72.09194003745283,222
h2BBTH9ZPJU,125547,1.481516882123826,51.2636701792954,350
k7tws4a7HLE,124084,1.4828664453112408,38.095161342316494,502
ZVbkHX-P9Rk,148839,2.6202809747445226,48.38785533361552,85
zdLfnrCOhHs,61605,1.7693369044720395,61.32619105592079,221
IaZSmxmxWl4,420396,2.300212180896108,41.5346482839989,111
O4uXcGhiLbo,356980,3.039385959997759,55.07031206230041,118
N66TQDa7ym0,138574,1.5010030741697578,43.22600199171562,216
HFyzX_-0EJg,36042,2.580322956550691,40.36956883635758,61
WXBHEHrm9v0,1352453,0.8222097181935343,39.219847196168736,2109
txqKuqhnaKQ,66552,2.4642384902031496,83.76908282245462,254
3nfvjwQ2BhY,136671,1.5877545346123172,40.5279832590674,302
ehTeymh1xgg,328641,1.424046299761746,40.59444804513132,436
bvX3oinPTCg,791814,4.248472494803073,82.23017021674282,307
3kDdr8HBX8U,589840,1.2088023870880238,39.04448664044487,529
PlCHRkH9tEk,116207,3.691688108289518,51.92458285645443,91
oglws2QISVk,89189,2.646066218928344,30.934308042471606,145
0qKRYbagEzA,65625,1.782857142857143,35.90095238095238,287
765samey6MQ,189763,0.779920216269768,34.32702897825182,301
K7ttuFXHpwk,305520,2.412280701754386,50.8968316313171,247
9Nzkwl19KYE,265661,0.8958785821027551,37.43492646643655,446
UJtWj7cSH8Q,121559,1.6535180447354785,59.32921462006104,196
NarEddGJPFc,145806,2.68164547412315,40.629329382878616,349
LENSqVW3Q3k,91167,2.0511808000702008,42.78960588809547,169
guUXnvUws5g,298425,2.007204490240429,34.836223506743735,449
8_SYzil1e-Y,101579,2.175646541115782,35.440396144872466,101
DuQ8AqB_7jE,46617,1.6303065405324235,40.800566317008816,384
iJQ93UuhkLA,195577,2.0298910403575063,34.073536254263026,160
VGViRoSBlcQ,67356,1.3658768335411842,37.76946374487796,196
7j1f_cVTo84,46306,2.181142832462316,39.13099814278928,127
9EbvU8OZtqI,2520526,0.8541867848218982,32.85385669499144,1879
wTOVolIMwcg,63932,1.7205781142463867,44.23449915535256,305
Wjb_bHXIFDk,668173,0.6914376965247024,34.44018240784946,562
m9zvCz_0gj0,317293,0.7847636096604715,33.785806809478935,207
HfpR5FFg4Yc,79858,5.822835533071201,40.9101154549325,323
nRyrfhp5iP0,204330,0.6949542406890814,35.36436157196692,256
XNjwTXvfXxQ,268898,1.1268213225832844,32.94557787711325,506
hjmiDzLJ9VQ,1722646,0.5143250557572479,32.99575188402028,250
kexZC6icLK4,234326,2.061230934680744,34.80621015166904,96
oPW01d5shgI,82645,1.2462943916752374,49.51297719160264,224
qaR8rFsWoEo,196250,1.803821656050956,64.22929936305732,374
0Cm-cyNJGlg,563233,0.9196904300706812,37.03973311222887,779
1NGWhrrCnf0,146595,1.8008799754425455,36.69292949964187,255
KrbRCNkL0aU,414655,0.5715594892139249,36.06612726242298,244
7MbEyGRooBU,562472,0.5138033537669431,37.24985421496537,2508
Bj5rRevy7Ys,617201,1.62507837803244,30.97694268155755,697
GGqvvOYwiD4,74052,1.6474909523037866,42.416140009722895,190
xtvD3YCSh_0,708149,0.8712855627841033,30.37213919669448,222
FMGWVdmRSpA,300326,0.8590664810905483,34.90540279562875,455
z4uAd1g9BKs,303433,1.2358576687440062,57.241631595772375,225
FDjXNF88e18,145932,1.0347285036866485,40.3338541238385,293
xFtlkvGE3OA,541888,1.825100389748435,57.78131274359277,2092
JzFuJDLd3cg,2053770,0.792688567853265,30.595441553825403,633
uDIvjDQVNk8,94124,1.6786366920232885,30.916663125239047,108
VbF1AJPqP1M,546631,1.439728079819842,53.50044179711725,246
jAcbNm-6PEQ,2929667,0.6280577280626092,33.23039785750394,1449
lWsQ893GVPA,81548,2.4770687202629125,40.883896600775,967
kuhWCCvcO6Q,367519,0.995866880351764,23.111730277890395,95
jKwrYS2a8zA,1003752,1.5222883740206743,31.674158557093783,553
vT-zZsjwZKk,2310155,0.7402100724843138,43.46764611032593,1482
fnWlNnV6xFA,735437,1.3189437028596602,42.78136672481804,434
eqZl13hxZPE,129472,1.0581438457736037,56.11251853682649,271
Q9s7Ac3ZehA,748622,1.0819879725682655,36.28132755916872,506
j8Ttyz7DoKM,645753,1.914044534055591,31.92087377062128,623
oDRdYa-WWAc,820722,1.5535102019928797,32.65295678682916,632
Uzbu8ojDPx0,119445,2.5116162250408136,51.91510737159362,118
mPsmNFI5ZPM,3544447,0.6559556399065919,32.40308008555354,762
xzhhbvUIWEs,1418394,1.0314482435768906,46.53220473295854,2067
MJlVAIKb6o8,1543847,0.8174385156042017,27.13610869470874,599
To3HYuNJ-9k,511368,1.5781198667104708,34.92201310993257,104
E-Hu3jsFw_I,1378395,0.817617591474142,37.42033306853261,614
eBLaqloc6so,783503,0.7466467901207781,28.267919842042723,296
d_K5nk_UJFQ,309544,1.0757759801514486,45.59933321272582,284
XzqPGm0wVzE,637923,0.7477391472011512,36.53889262497198,447
qmqI_jV-KZE,774222,0.5360219678593479,34.07420610625893,267
HIcSICD43ZI,203559,3.006499344170486,54.99142754680461,100
MVhKdGcL_Z0,379701,0.9612826934877706,36.61565284263144,280
bJnp6mroWU0,396088,1.017450667528428,40.334471127628206,292
p_OGX8BJok8,329763,1.2008624375687995,34.93418000200144,390
CZhARwkwag8,648385,0.7217933789338125,34.5396639342366,270
onNaQtnDM6Y,672023,1.0163342623689964,32.546505104736,501
xHqPgMzPXkg,640604,1.0833525859969653,34.52522931483413,601
t0xELMdGYeU,794684,0.8443607773655943,36.20810284339436,396
l55WFSDc71Y,408453,0.9425809089417876,43.78227115482075,219
88Na-u0aFBI,637539,0.9991545615248636,30.90163895855783,300
3oBeO3tg1To,1026658,0.6448106380118793,31.02396318929965,335
1hEECLG_ZWA,499342,1.017338817884336,33.27378830540992,332
rkqfxTqIOds,1250471,0.9492423254917548,39.937751455251664,483
ix5MyWZWA2M,896660,0.8988914415720562,36.51997412620168,273
12bkWtxHrvQ,1005364,0.7270998364771366,30.523273162754982,259
L7vkadQZbeE,2075092,0.7069566072251254,31.00922754268245,423
pG8gl7q_ohk,2776598,0.6637619129596722,36.28613144574764,496
fUiiJPq5SLY,601810,1.0784134527508682,35.73054618567322,301
a6q9677q2xM,707628,0.9878071529108514,36.50646950092421,245
-g8DQSjFasE,2729301,0.563514247787254,31.12994865718365,364
K-lHZEqnXKo,857336,0.6858454561572126,39.45127697892075,164
sI1SLHEC98I,2461482,1.7489463664572806,46.354188249192966,450
nMYdNSiFJ-w,426344,3.060908562100088,64.77867637400784,300
CMkYw4dp_NI,6827231,1.8389593086860545,38.62224670587534,431
vQa65UwxCGU,359512,0.7565811433276219,32.14079084981864,1140
ZI0w_pwZY3E,4734974,1.895047364568422,46.97491475137984,339
BA6pchSJwuY,280590,1.2117324209700988,37.76684842652981,222
-dszLeJ1amE,309233,2.1149101163200563,59.114001416407696,194
Ag86dYOG9iM,1582631,1.4823417461176989,44.91508127921164,728
C3-vWRxSX9w,255769,1.7984978633063429,68.06532457021765,201
LTydy0lH33k,1570761,1.500546550366351,50.107559329522445,246
UYs6jDLg_48,197269,1.3788278949049269,53.82498010331071,219
Ni609yqZd9s,1101557,6.232087853828717,58.54712919985076,191
D6uh2k-59dY,248680,1.4999195753578896,50.60720604793309,171
5tzY4y8kQ2I,274430,1.4357030936850927,53.62387494078636,161
fHP3EFvD8i4,830476,20.87597955871091,73.20861770839856,127
fHjbDSOmeiM,797152,8.500260928906908,60.4640018465738,387
RiYq8AQG9uI,720810,4.879233085001595,66.5778776654042,172
ZpMJjvhTi-8,606125,2.153021241493091,54.15549597855228,325
-ZNfeRnlue4,59983,1.317039827951253,20.03901105313172,11062
xg1ShXqTNkg,1332412,0.6086705913786427,33.4145894813316,970
UMZyZObOB54,586990,6.795686468253292,49.803233445203496,177
AsM1KDn0qGA,806859,4.842233897124529,51.8095478887885,1994
SljBKlQvIGw,515062,1.7493039672893749,42.0900784759893,253
Yw5FkoQcXlY,1124052,1.209018799842,37.53118183144552,298
rBG9qrEhLVA,364457,5.188540760638429,67.78851826141356,322
uyghEQ8N3Hg,229218,2.617595476795016,53.38585974923436,276
v4yY3R21W1U,262160,2.1132133048519988,41.88663411657004,254
bxgg_kW3QLU,618544,3.5373393000336275,83.64158410719367,205
IMWwMopfK7Y,242753,1.3923617833765185,47.62454017046133,280
rJyhellhFew,286370,3.495477878269372,49.519851939798166,201
ADlSydMZhIU,498414,1.5127985971501603,43.02046090198108,208
4wuDbY9_IOI,224754,2.651788177296066,54.544079304484015,190
gNZbzoLkHBw,569630,1.955655425451609,57.47063883573548,295
-I-tE0qhe6Y,328259,1.4653063586984667,47.952988341523,210
wVS5BMH-Fu4,3324321,1.3801314614322744,45.77325715537098,253
sDZyBpdKm8w,414569,2.20228719465276,51.14709493473945,222
A9xD4D-Qdg4,740872,3.6551523070111975,42.67538792126035,2132
Z36OznHFIt4,6381577,1.2652045097943658,42.42932428771133,469
Vky2la2Wseg,402985,1.340000248148194,49.46586101219648,204
ReGERSthF-U,2228505,0.6515578829753579,34.73180450571123,513
PqOols0GEjs,426792,1.316800689797372,35.26776509400364,206
WO7m1ulSH0A,237114,1.071214689980347,30.03196774547264,277
jTNqHT-4kHA,384939,1.93277376415484,39.96737145365889,302
JJM2VXjFt7s,2088586,0.8584755427834908,27.652201058515185,2308
YkbArlB1FYA,204222,2.369969934678928,35.04029928215373,1148
GYefeFjACZg,272781,3.629285030848923,46.74812395291461,227
7pNezfD7CLw,374545,2.4109252559772525,23.957067909063,2069
Gm9d2y0Y6aY,638361,1.0104000714329353,35.76972904046456,281
9PkU0I21zkk,1527048,0.5127540195200151,32.01405587774582,350
B8R0oDUY8vo,316707,3.4069344851866235,59.96078394225577,259
2yUojb6uGO4,240369,1.9054037750292256,36.19435118505298,1317
Q4H6Y4KeVoI,613556,2.182359882390524,56.59141137891244,157
aliY82008tk,7323828,1.3434231388284923,45.33762944733273,244
yyDxwwn12Ds,749545,0.5363253707249065,32.887952024228035,276
x2ICR5T5270,975298,1.1596455647402126,43.43800561469418,248
EKrA1qb_dtM,283542,1.6822904543242272,36.63654767194984,203
Jmm2OQy2oac,993202,0.66653107827008,30.13384991169973,395
zbZZNYHT2ME,184580,3.0555856539170008,59.4918192653592,172
Oc4yXge1T-Y,4212241,0.8551267603159458,38.89544781507041,1508
NFkEMutqQwc,1254729,1.7565546026273402,49.50471376687715,144
X4w6E3MuWUA,921456,0.860594537340904,38.237311385459535,353
RAo-IarWlmQ,273599,1.5387483141385752,45.86639571051064,188
8vBADy56i7U,295370,4.242136980736026,56.08897315231743,192
RGQEw2QXGbs,271738,1.5566464756493388,35.39806725595979,200
l68A8oNR5Rk,1390752,0.7923770736982582,28.83907411242264,406
YHp6F-yoz2k,342093,2.1339226467656456,45.77117918226915,246
rzOiHofgktY,272549,2.428921038051873,49.004032302448365,267
88KRxVqpRc8,444816,0.6721880507895399,27.71707852235531,334
GX1XW89MY-E,793817,0.5404268238145568,32.54402463036191,319
-iDtDPergsI,435776,1.5306028785431047,40.62867161110295,214
6F1UHDl09Rc,1059465,0.4171916958087336,26.021624121608543,311
2Oers1pRRK0,966291,1.56681579358599,41.60444420987053,248
aI3sCGdLlvY,136665,2.7439359016573373,25.171038671203306,1191
i80JioXMpYw,426902,1.1431194981518007,40.55029023054472,208
DcX_lXP977g,5639937,1.071288562265855,32.100713181725254,553
BE_b89Xle_0,519780,2.2163222901997,40.71530262803494,214
NLx6xu7ZUNk,234185,3.668040224608749,42.06503405427333,283
MDdHYjb5sBk,5912031,0.9473901608432026,23.65599909743369,3055
saPqV0vnqGU,463297,2.3419102649056653,31.13337664608232,247
OZ9ZGGMaQm4,64281,1.368989281436194,33.54023739518676,378
nWP0yyaGt7c,430536,1.1520523254733634,45.0345615697642,280
dTs1Q2VYYSU,347831,1.739350431675153,30.23019799845327,1155
tIsXEkR5OVs,5167531,1.2251498829905425,36.51531069673312,398
ebgGKpYxeLA,308777,3.4879540898447745,40.90006703867192,216
t-O8hYbieZE,3978119,0.7945966422824455,19.55220545187311,3873
CaPZuhUX-8c,840241,0.7581158262926946,28.39542464602417,334
UUulghYen8c,710176,0.7800883161357185,33.15797774072906,201
nP_udc4pMfQ,1420112,1.1724427369108916,38.53921380848834,245
KasnBzZnCxc,213319,1.0078802169520764,30.508299776391222,392
QOifs5cVsyE,463610,2.653092038566899,46.530488988589546,248
WeRowun8STc,336036,1.4046114106821888,43.230487209703725,259
pFh84c2ixLQ,170925,0.9360830773731168,31.17741699575837,161
rvoJXBqLILM,3941449,0.8306589784619819,26.261154210037983,2948
IJKR0O3BfOs,218450,2.064545662623026,36.978713664454105,1205
m40NZB65ECw,324074,5.6437727185766215,46.35978202509303,244
j0YxEfNQxt0,570511,1.4951508384588552,34.71624561139049,301
rces0ceYbTQ,238283,1.3723177901906556,33.0867078222114,231
zYQNLmqahWo,1220141,1.0515178163835164,29.92932783997915,861
nchEYmR0fOw,967090,1.102275899864542,40.04384286881263,156
RHYGUcISsUU,1358753,0.7499523460113795,35.74012348086812,268
zVnXVnbcnsk,823667,0.9700522177044848,35.8275856626525,260
Cxqca4RQd_M,41715216,0.9573964569666856,29.30467865730337,635
vAHhwBEYdj0,318202,1.0590756814853457,38.30271337075191,282
2POq39ce_5I,8055390,1.053083711651453,37.57819298631103,340
6NtZn1yaSe0,342195,1.7504639167726004,40.78376364353658,256
dHeNmd4nUZ4,145801,0.994506210519818,33.545723280361585,235
7TBCkgJBt4I,253889,2.6074386838342742,39.09188661186582,1332
x69aifPfsfw,479432,0.9970131322064444,32.55310450699995,253
