Video_Views,Comment/View,Like/View,Seconds,Category
2192120,7.705326350747222,32.55569950550152,2257,5
3039850,2.957053801996809,27.73196045857526,2712,5
3466831,2.744581434745449,26.382018621617263,1907,5
1594197,3.257439325252776,39.63123754466982,2943,5
4431590,2.449008143803917,27.375501795066786,3809,6
4184183,3.0859070934516963,38.98204261142498,2992,5
2205437,2.2784600058854547,32.148730614386174,2559,5
2164334,2.5726158716723018,32.39333670311514,1368,4
1899724,2.452987907717121,28.267264086783133,1471,4
3002691,3.252415916256451,29.21978984850589,1978,5
3127201,2.712329651979518,25.990334487613683,3606,6
3255457,2.717897978686249,27.23857203458685,3323,5
7332605,1.7049875180785,16.396082974604525,1174,3
2154740,2.23135970001021,28.19040812348589,1992,5
3408728,1.817393467592604,21.102006378919057,2520,5
2594654,2.0873688746168084,26.56731880242992,2976,5
2424002,2.959981056121241,29.585784170145075,2514,5
2015188,3.5282067975791835,36.73404168742569,1713,4
3235890,3.1641990302513374,31.872220625546603,2057,5
6876855,3.142570259224602,29.171474460345607,4349,6
4429786,4.812647834455208,49.300575693724255,1859,5
3984078,2.983375325483085,28.2941247636216,3046,5
5461718,2.713248834890414,37.21539632767565,2431,5
4730785,2.9439088861573715,25.66614208846946,3010,5
3542618,2.45439954293689,29.37432147637708,2008,5
4746335,2.935528149614387,34.74702059589136,3039,5
7444713,3.056531527810407,39.006876423577374,1186,3
5072891,3.0294362721375245,37.32763033938636,1138,3
4964122,2.9505721253426085,30.963179390031108,2669,5
2623208,2.5411633389346173,42.8364811330249,921,3
2310299,3.434187522913701,39.30183928573747,1359,4
4161687,2.1219760159762133,29.31911986653489,2097,5
5336620,1.677653645940689,27.57962905359572,1755,4
3830258,1.9672304058891072,35.32190259768402,2155,5
5268150,1.7425471939865038,27.56527433729108,2299,5
1714125,3.3813169984686064,47.84306862101656,833,3
1782837,3.402442287208533,44.72871047661676,1423,4
2192674,2.9224590614017405,41.33126949104153,1708,4
7194997,1.583878353250182,27.054910516293475,1298,4
7203291,1.3284205788715189,27.41719028149772,2130,5
2710353,2.53177353650982,33.2417954414056,1992,5
4162985,3.0221103366935025,32.94583093621524,1660,4
2558468,3.3277727139835247,45.41194183394125,1464,4
1935908,1.3957274829175768,28.382030551038586,579,2
3578764,1.951511750984418,35.4530223283793,2590,5
1528698,2.89200352195136,38.0205900707661,812,3
2010199,2.45746814121388,38.86580383335182,1148,3
3448948,1.891011404057121,28.35966213465672,1560,4
5114010,2.35333916046312,20.19080916932114,1361,4
1299509,4.480923179447006,32.4507179250009,897,3
1121978,4.404720948182585,36.645994841253575,989,3
3421363,2.732536711246366,28.030641589331506,601,3
1647197,3.333541768228087,34.58663414272853,728,3
1770991,4.432546523387188,42.49823968614183,1366,4
1395668,4.4645288134427386,42.10528578429828,1008,3
4546060,2.688261923511788,29.14611773711741,1985,5
1512413,7.19710819729796,49.77873107411799,1436,4
2730454,6.942801453531171,43.97547074589061,1145,3
1495131,3.1268163124167714,36.61217645811638,607,3
1709846,3.1681215735218258,31.423882618668586,722,3
2839338,4.279870871308734,35.47340964689656,1588,4
2603919,3.6118635026665578,35.77108197297996,666,3
2292183,2.730584774426824,27.10647448305829,763,3
1861402,2.7995027404074992,27.97085207816474,966,3
2482731,2.705488431892138,26.30369540638917,819,3
2382972,4.926201398925375,36.990363294239295,804,3
1598885,3.955256319247475,27.430365535982887,1210,4
2859206,5.5805702702078825,23.55898805472568,655,3
2329291,2.828328448442037,20.15033759199688,864,3
6247094,2.6799660770271747,16.36488901879818,1126,3
2552923,1.7223394516795063,28.501447164681423,773,3
3127325,2.4311512234897235,21.80809477748555,880,3
3803335,4.002539876187609,28.09376507722828,1357,4
3453943,0.6273988887483088,20.80897108029866,620,3
2923049,1.4081187143971927,38.33257670329851,612,3
935622,2.9146386040516363,40.01616037245811,729,3
4995279,0.6922536258735498,19.47638960706699,1145,3
3228537,1.6651505000562177,27.47870010472236,1384,4
2601598,0.9613322273464232,22.17829195748152,891,3
2303158,1.021640721131594,25.77764964453155,876,3
4428899,0.8929984630491686,22.79076583141769,1226,4
2334926,1.262138500320781,22.81999515188061,910,3
2683072,1.345099945137514,28.08049877155738,754,3
3600144,0.5413672341995209,23.31184530396562,1105,3
3518663,0.7107813393894215,25.013762329612128,607,3
1104851,1.1947312352525363,32.53108337685353,675,3
2556847,1.3739578473017744,29.30523414189429,697,3
3421313,0.8870863320602353,21.01649279092559,698,3
2373332,0.4794946514014895,19.650853736434684,602,3
674827,1.459633357882835,37.13247988002851,608,3
9110485,0.3415844491264735,17.902888814371572,748,3
810765,2.28919600624102,33.09960346092888,738,3
3726592,1.774275262760184,29.97993877515972,630,3
2744944,2.3519605500148635,24.617259951386988,988,3
2909908,2.291137726691016,23.13337741261923,1289,4
2120467,2.3692894065316743,27.693899504212983,1292,4
1639704,3.791537984904593,28.46672326224733,1012,3
4417480,2.145793529342521,19.59216566911452,1437,4
2033526,2.3230585692044263,21.98742479810929,1075,3
1891194,2.857454073987121,27.74384859512033,793,3
2025757,3.0220801409053504,27.32361285188697,879,3
1368229,3.5323034375093645,35.42170206887882,733,3
2971954,2.269550605426598,26.124899645149284,741,3
2197473,3.587757392240997,20.26373020282843,1681,4
3782275,3.9473597239756497,31.13205676477781,1418,4
3551944,3.237663656859455,19.67626741863048,785,3
2934280,2.0011723489237565,18.36600460760391,678,3
1887658,2.120617188071144,20.22241317018231,979,3
1372853,4.264112763711774,25.47104460564969,1003,3
1959875,2.9527393328656166,25.1888513298042,835,3
5128365,1.6710979035228577,12.160210905425023,1199,3
1016960,3.360997482693518,25.07079924480805,803,3
2452245,2.416968940705354,20.203119998205725,732,3
1319904,3.0040063519771136,27.55882245981526,93,1
1917807,3.3527878457008446,24.70842999321621,833,3
3841323,2.3275834914168896,17.237550708440814,554,2
1938636,3.048019329054036,27.9175667840688,676,3
4462387,1.6762329219765115,15.425600693081975,743,3
3021272,2.1871582565224186,20.267291392499583,1511,4
2620940,3.679214327683961,35.194243286759715,854,3
8222876,1.347946874062068,19.04613422359768,760,3
5800472,2.633751184386374,24.70988567826894,1097,3
4896842,3.488574881525685,31.0741085785492,1078,3
3625732,3.701045747451825,25.19380913978198,1254,4
2313434,2.690372839683345,19.61456432299344,575,2
3485555,3.6131978981826425,31.347948891926823,824,3
6865032,2.4484955059204387,25.87212994782836,1111,3
2187910,4.210867905901066,29.06792326923868,1153,3
11598674,3.528765443360164,22.104681966231656,984,3
1655847,2.173509992167151,21.64692752410096,889,3
2462109,1.6636144053736046,22.480320733160067,588,2
5336219,2.29057315676137,21.28417143299404,1142,3
2044000,2.4104696673189823,19.788649706457925,353,2
6828077,1.424998575733695,19.84643699829396,962,3
3852577,2.776323484254825,17.86336781847579,916,3
2496393,1.8630880634579567,17.939483086196766,1468,4
5302933,2.3074023375366046,14.666223389961743,1266,4
3374629,2.078154368969152,18.28734358650981,1386,4
4591964,2.033116984366602,15.360094286453466,1624,4
3637615,2.9483603954789057,19.396225273977592,688,3
300627,3.6057972171494894,29.880882289348595,167,1
