Video_Views,Comment/View,Like/View,Seconds,Category,Length
8638594,5.96833234667586,37.97944434013221,127,1,0-5
1797888,6.930353837391428,63.70419069485975,117,1,0-5
2056613,1.3162418014473312,29.217942315836765,298,1,0-5
1620870,3.145224478212318,37.17448037165226,87,1,0-5
2128939,1.7050746874382028,31.700297660008108,298,1,0-5
2258111,1.841362094246032,30.51842889919937,117,1,0-5
2657122,1.8967890823229043,30.14125809804744,249,1,0-5
1715649,5.813543446241043,36.69165429525504,9,1,0-5
2332850,1.856098763315258,33.46250294703903,115,1,0-5
3155720,3.5579835980378487,35.62293232606188,81,1,0-5
2723443,10.248424512648144,61.91097078220473,164,1,0-5
1895935,1.7795968743654187,34.05601985300129,114,1,0-5
16970517,0.6007477556517576,17.52020872434234,153,1,0-5
1800038,2.153287875033749,37.445876142614765,157,1,0-5
4672268,7.158193836483695,47.61456320570653,189,1,0-5
3101941,5.71609840419273,37.9987885004905,175,1,0-5
4106602,1.7474301137534147,27.36617768169401,124,1,0-5
14226813,0.8095277557946393,21.6540415622248,128,1,0-5
1778996,5.5328960829591525,66.6482667751923,151,1,0-5
2011047,1.732928171246122,28.73677243744179,297,1,0-5
1194824,5.753148580878857,49.24323582385355,254,1,0-5
9688928,0.8401342233113921,17.034185825304924,118,1,0-5
1908968,3.5705155874797274,53.24971398158586,34,1,0-5
3385590,1.022569182919373,25.111428141033024,295,1,0-5
373398212,0.386019523842819,8.887565321282256,56,1,0-5
1905340,6.904804391867068,53.02675637943885,211,1,0-5
2694063,1.2757682355609352,33.06307239288762,294,1,0-5
4284197,2.015546904122289,37.99054992102371,198,1,0-5
2897774,2.5747349517250138,42.39495557624576,236,1,0-5
21759660,0.3823589155345258,15.246607713539644,116,1,0-5
55901220,0.6798599386560794,16.49128587891284,141,1,0-5
1133179,8.173465974925408,58.245872893867606,41,1,0-5
2804429,0.7587997414090355,20.28220361435429,298,1,0-5
5829561,0.7470545380689901,18.33671523464632,92,1,0-5
30745150,0.800971860602404,16.795657201217104,132,1,0-5
1737555,8.970075767385781,55.60744839731692,147,1,0-5
1311912,10.250687546115898,38.95764350047869,66,1,0-5
2713907,10.236533528967646,47.9493217711587,76,1,0-5
5921359,1.4915494905814697,17.577046080131268,300,1,0-5
8073525,0.4838035430620453,16.02769546140007,120,1,0-5
1413023,19.315326077494845,66.0951732562032,81,1,0-5
5035108,0.89551207243221,20.344548716730603,113,1,0-5
10869502,2.204792823075059,20.967657947898623,161,1,0-5
5278075,2.1293748194180644,26.5683985165046,119,1,0-5
1302504,6.548924225952473,61.66967625435316,57,1,0-5
5381611,5.427371097613707,51.73729576515285,68,1,0-5
2277290,8.917177873700759,74.32518475907767,97,1,0-5
3039972,3.556611705634131,42.66716930287516,214,1,0-5
23209272,0.3321517365990626,14.497783472053754,103,1,0-5
1585626,1.8655092688944304,23.130296803912145,295,1,0-5
4209877,0.7194984556555928,20.331235330628424,103,1,0-5
2386037,4.015025751905776,42.80780222603421,111,1,0-5
7797990,1.5530925276898278,26.65584336476451,156,1,0-5
252695,6.185322226399414,41.40960446387938,106,1,0-5
1907787,2.3314971744749284,26.122937204205712,294,1,0-5
1971137,1.711195112262618,25.76685435867725,256,1,0-5
2091214,4.307545760500839,46.086627193582295,64,1,0-5
4274192,1.1562419282989629,19.88633173240697,128,1,0-5
4302031,3.9074567338078223,48.13029008856515,214,1,0-5
10256067,0.6849604239129873,20.08762228249874,121,1,0-5
4717494,9.99471329481288,42.93190409993103,195,1,0-5
2472991,6.279440564078074,47.41909695587246,45,1,0-5
2811455,4.864740854824281,46.27390443738207,74,1,0-5
3428767,0.7177507249690632,21.81425567849901,295,1,0-5
3340789,6.289232872833334,52.154446150295634,45,1,0-5
3565677,7.658854125037124,55.35750994832117,68,1,0-5
3737083,15.12088439031191,68.12719974375736,75,1,0-5
6552506,14.433714368212712,48.29205803092741,61,1,0-5
10265951,13.452723473938264,55.81742987084197,61,1,0-5
2382461,0.7253004351382877,22.89817126072578,287,1,0-5
4002917,0.909586683910758,20.96895838709621,102,1,0-5
8645890,1.459768745612077,27.33911719903908,295,1,0-5
12959998,1.8304015170372712,25.381408237871643,202,1,0-5
2163301,2.3330086751681804,24.188034859688965,257,1,0-5
2220644,0.7799539232763109,16.198904461948874,299,1,0-5
5837271,1.022052942205356,18.192576633841394,80,1,0-5
5761660,0.5571311045775003,16.858509526768326,120,1,0-5
2874390,1.6605262333921285,23.45610720883388,129,1,0-5
2340901,1.1820235029161847,21.83731819500269,265,1,0-5
2251347,2.784999380370951,41.980645364752746,274,1,0-5
1003168,4.55855848671409,38.64357714759642,281,1,0-5
9866699,0.7204030446251578,17.676732613410017,157,1,0-5
3492117,3.693747947162137,41.2474725216824,50,1,0-5
32867499,0.3641591348340803,10.38743471171932,95,1,0-5
1527305,2.8691060397235653,40.7069969652427,176,1,0-5
7570377,3.294816097005473,22.947205931752144,293,1,0-5
2184792,3.625974463472953,27.024998260703995,224,1,0-5
991552,4.847955528303105,43.90894274833796,231,1,0-5
618389,3.879435112849679,37.24031313622979,92,1,0-5
912355,5.8146225975634485,50.88370206772583,263,1,0-5
5191476,0.7733831380516831,14.437897815573066,135,1,0-5
5922739,0.5014571805375857,16.5867515012902,179,1,0-5
1232883,5.168373641294429,47.89100020034342,231,1,0-5
728645,3.2361438011651766,35.61405073801371,165,1,0-5
12251626,1.4259331781756968,27.187085208118496,220,1,0-5
3590744,1.475460238880856,17.637291881571063,194,1,0-5
1771848,5.277540737128692,47.13553307055684,229,1,0-5
29053353,0.3089488500690436,10.622491662149976,87,1,0-5
6721067,2.4744582965770165,23.356261736417743,151,1,0-5
72842743,0.2860545765005033,9.717193104603432,112,1,0-5
510278,1.959716076334861,29.084146288885663,57,1,0-5
1048977,2.31272944974008,36.23149029959666,82,1,0-5
4586894,0.644008778053297,12.14460155390554,86,1,0-5
662396,6.482527068400172,58.68543892173262,219,1,0-5
1842392,3.9448716668331167,27.239045762248207,231,1,0-5
700956,7.963409971524603,67.79027499586279,277,1,0-5
2305871,2.989325942344564,31.79492694951279,15,1,0-5
3209658,3.494141743450548,35.33803289945533,142,1,0-5
7171701,1.2423830831765017,19.81370946725191,105,1,0-5
1064685,10.717724021658988,45.15795751795132,280,1,0-5
4956214,0.5931947248444075,14.085348211356491,109,1,0-5
2379995,2.618913064943414,18.999619747100308,289,1,0-5
19997531,0.3778966513416081,10.183407141611632,83,1,0-5
1225269,2.99281219062916,26.50356778797146,219,1,0-5
4672188,0.2367199265098065,11.691738431758312,83,1,0-5
4443998,2.612287404269759,29.223460496606883,224,1,0-5
901607,1.7956825978502828,38.98150746389502,138,1,0-5
7997251,0.7798929907289393,23.730404360198275,172,1,0-5
11163965,0.3697611019024155,11.52601248749884,80,1,0-5
4877888,3.5533821194746578,25.930894682288727,140,1,0-5
1956597,2.333643565844167,31.041139284175536,281,1,0-5
2614601,0.4451922109721521,16.21088647942841,278,1,0-5
4745065,3.049062552357028,28.641546533082263,228,1,0-5
3312248,1.0261912755325084,16.189910900391517,256,1,0-5
1620802,3.5630508846854827,30.71627502927563,138,1,0-5
3049731,1.2728991507775604,19.257764045419087,280,1,0-5
2975881,0.5678990524150663,15.491546873010044,274,1,0-5
6239833,0.6511392211939006,19.321190166467595,150,1,0-5
4287077,0.214831690683419,10.886205216281397,90,1,0-5
4219173,1.230809924124941,23.53186276078274,269,1,0-5
1838638,0.9131759487185624,17.288884489497118,189,1,0-5
3187011,0.800750295496313,13.560354827768087,268,1,0-5
5789948,0.1837667626721345,10.919441763552973,86,1,0-5
5513800,0.4160470093220646,12.54815190975371,68,1,0-5
1070041,3.886766955658708,36.35561628012385,81,1,0-5
831017,2.409096324142587,32.461429790244964,212,1,0-5
947155,1.6100849385792189,30.948472002998454,71,1,0-5
8887571,0.2442737166319121,7.202867915204278,275,1,0-5
488571,2.1450311213723285,34.64593682392119,242,1,0-5
364109,5.830671584607906,44.25872472254188,72,1,0-5
1099985,1.478201975481484,20.431187698014064,61,1,0-5
8436545,0.1993707139593281,9.949570588434009,78,1,0-5
7160908,0.4956075402728257,11.290327986339165,255,1,0-5
157257,3.866282582015427,28.33578155503412,57,1,0-5
2796982,0.610658202305199,16.101283454809504,284,1,0-5
6769511,1.541027114070721,19.913993787734448,85,1,0-5
14955995,1.3258897184707537,14.259633010040456,120,1,0-5
1273198,3.867426747450122,25.821592556695816,172,1,0-5
1893097,0.6280713560900472,13.659099348844777,184,1,0-5
8218663,0.914868999982114,11.60286046526059,231,1,0-5
2362705,3.6657136629414167,35.79837516744579,169,1,0-5
3517884,0.5742088141621497,15.839635417199656,299,1,0-5
2996443,0.2786637356358856,12.520178091156748,47,1,0-5
9556122,0.2963545254026685,11.743362003959346,109,1,0-5
2031406,5.108776876705099,38.18389824584549,146,1,0-5
1470671,3.11694457835913,32.268263942105335,68,1,0-5
7333507,0.5590776691151996,14.051667230971484,253,1,0-5
341371,2.284904107261601,29.237984480228256,27,1,0-5
783066,1.943642042944017,28.11257288657661,86,1,0-5
157952,12.972295380875202,89.7234602917342,99,1,0-5
937920,2.409587171613784,22.20871716137837,111,1,0-5
2323834,0.6536611479133191,7.675247027111231,30,1,0-5
259004,4.945869561860048,37.92991614029127,146,1,0-5
15672932,0.347605668167258,11.32347157506968,101,1,0-5
387262,8.467135944141175,41.10137323052611,187,1,0-5
169606,11.933540087025223,38.088275178944144,90,1,0-5
1312793,8.616743081354029,41.688979145988746,113,1,0-5
847029,18.47398377151196,69.6965511216263,121,1,0-5
202006,11.370949377741256,41.053236042493786,56,1,0-5
6049873,2.664849328242097,24.36018078396026,218,1,0-5
305757,21.739485931638523,52.19504377659383,180,1,0-5
374411,13.063184575239507,50.62084180219064,34,1,0-5
139720,10.14886916690524,44.6822215860292,55,1,0-5
54203,7.859343578768703,59.22181429072192,42,1,0-5
191982,6.3599712473044345,41.58202331468575,129,1,0-5
3500889,0.2522216499866176,9.107686647591512,98,1,0-5
1415034,3.297447269818252,31.47486208811944,60,1,0-5
606095,8.44422079047014,36.1543982379,46,1,0-5
442201,10.2668243626767,60.68507307762759,70,1,0-5
143241,6.925391473111748,55.04010723186797,73,1,0-5
89015,11.526147278548558,48.11548615401899,102,1,0-5
3472867,0.4543796235214306,9.535349323771973,86,1,0-5
109489,13.700006393336317,67.04783128898794,224,1,0-5
1718572,2.1046543292919937,15.373810349522744,298,1,0-5
780348,2.398929708283996,16.54133796716337,37,1,0-5
2827558,9.599449418897862,35.0970696268653,57,1,0-5
5549381,0.5011369736552599,10.993838772288298,57,1,0-5
138913,8.343351594163254,39.49954287935614,81,1,0-5
1781521,3.338158798015853,20.44264423489816,145,1,0-5
901274,9.577553551971986,31.587508349292225,168,1,0-5
4359191,0.8347879228049425,12.924416480030354,295,1,0-5
8921237,0.5243667442082303,11.885235197764615,91,1,0-5
1173766,10.539579439172714,21.563071344714363,116,1,0-5
168405,10.688518749443306,43.039102164425046,296,1,0-5
246585,7.871525031936249,42.52894539408317,219,1,0-5
294644,11.936438549571688,60.70715846920351,53,1,0-5
249571,12.144840546377583,36.05386843824002,67,1,0-5
5021946,0.4916420845624385,9.720136377412262,85,1,0-5
163846,11.468085885526651,55.967188701585634,217,1,0-5
91166,21.86122019173815,37.85402452668758,51,1,0-5
6521539,0.7331091633431924,13.34255610523835,152,1,0-5
278819,14.586523873911032,72.55244441734602,165,1,0-5
6121990,0.4498537240341784,11.615340763379228,95,1,0-5
93547,8.530471313884998,48.06140228975809,101,1,0-5
378278,12.715516101914464,27.04360285292827,139,1,0-5
3272965,0.7271694014448673,12.446818099185297,283,1,0-5
102890,4.917873457090097,38.16697443872096,136,1,0-5
351156,9.97277563248243,50.96880019136794,90,1,0-5
149829,8.2427300455853,71.2545635357641,74,1,0-5
111060,8.725013506212857,34.97208716009364,46,1,0-5
91174,12.646149121460065,45.31993770153772,78,1,0-5
465314,5.912136750667291,42.74532896065882,33,1,0-5
3532318,0.8427893524875167,11.79338893044171,253,1,0-5
1379245,1.7350071959659088,17.772041950487406,61,1,0-5
1703303,1.0655767059648225,12.395915465422185,295,1,0-5
75241,15.5367419359126,36.36315306814104,50,1,0-5
3962320,1.2078782127642391,12.492428678148157,267,1,0-5
1686098,1.6588596866848784,21.51357750261254,61,1,0-5
229295,16.616149501733574,65.91508755097145,255,1,0-5
11152979,4.274463351899076,50.452081009029065,24,1,0-5
189668,2.425290507623848,21.65889870721471,15,1,0-5
71930,6.4785207840956485,37.1889336855276,92,1,0-5
283135,2.35576668373744,30.254119059812457,198,1,0-5
70775,8.63299187566231,48.13846697280113,17,1,0-5
381517,2.3537614313385773,16.085783857600056,287,1,0-5
124116,6.115247026974766,44.70011924328853,34,1,0-5
50794,19.903925660511085,84.59660589833445,210,1,0-5
