Video_Views,Comment/View,Like/View,Seconds,Category
1459189,2.0004262641782526,60.82077098991289,1949,5
1833372,1.3663348191201783,61.31216141623195,1557,4
2352751,3.158430280127391,46.12472803114312,6508,6
2553897,1.714634536944912,52.15010628854648,2007,5
2452077,1.9722056036576336,49.63751138320697,3079,5
2600129,2.6764056706417256,58.45979180263748,2813,5
3434544,2.4192440102674477,60.8284535006685,2016,5
2127349,2.159025152901569,61.580398890826096,1705,4
1660916,1.720737231744411,61.73761948226159,2007,5
2116457,1.7637967603405125,58.402320481824106,1771,4
3133319,1.3621338906124782,59.01792955010326,1726,4
1656599,1.6775333076984835,66.34617067860115,1684,4
2259502,1.0444779424846713,57.39760354272756,1682,4
2531296,3.8099060718303983,69.41108428251773,2982,5
2229719,0.8880042731841994,55.49892161299249,1883,5
1873128,1.3554866512058974,59.57628095890937,1691,4
2640300,1.0661667234783927,52.89891300231034,1979,5
2160387,1.691363630682836,55.40581386575646,2673,5
2253070,2.414483349385505,61.27905480078293,1794,4
2814729,1.422161778274214,53.96505311879048,1668,4
2505474,1.558986443283786,67.4407317737083,1908,5
2846043,1.195695216129904,50.594808300507054,1717,4
2582584,1.2495237328195328,52.95123024072015,1782,4
7436008,1.3679382808625271,58.35133582427561,1090,3
3150399,1.3344341462779794,51.39475983835698,1634,4
2878054,1.2970569697441396,51.26345787813571,2476,5
992693,1.089964369649025,77.7390391591358,279,1
3553469,1.272840708614596,48.52103676717034,1602,4
2794849,1.2659002328927251,54.6444548524804,1217,4
3128201,1.044689903238315,49.87882811878137,2011,5
2964172,1.3680042858511583,53.55795817516663,1451,4
3280254,1.2599634052728843,52.23619878216748,1709,4
3410329,0.9949186720694688,45.96037508404614,1841,5
4076633,1.2125202342227028,48.522641110936405,1765,4
3320265,0.6833791881069734,46.05536003903303,1427,4
5400323,1.2556656333334135,46.49555221048815,2530,5
3551167,0.8566198097695772,47.32021895900699,1467,4
7509107,1.2938955324514618,51.71853324236823,1532,4
3414174,1.7037795964704787,45.61630426568769,2589,5
4399455,1.0399015332580968,52.00189568935243,2199,5
3845842,0.9524572252318216,47.40782382635584,1524,4
3189578,1.264430592385576,46.33371562006008,2852,5
4440302,0.746345631445789,46.38107948513412,1716,4
3283364,0.9596864679030408,56.07054228529033,1006,3
6932575,0.8862507798328904,44.096457665441775,1781,4
3200407,1.9838101841422044,54.80115497810122,1539,4
3068136,4.174195667988642,106.10253261263516,132,1
