Category,Average Likes,Average Comments
Cars,34.459208029282266,1.7825495983151005
Comedy,40.41974627712159,3.0841148520163264
Education,28.664109875192434,2.2352961116815706
Food,19.164829224022196,0.9900468019748371
Gaming,42.57139411370504,1.6773867898166603
Travel,28.771457755427946,2.6996499359318022
